accession	family	genus	species	fasta_obtained	json_obtained	eggnog_obtained	fasta_file_name
GCA_018823325.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp018823325	FALSE	FALSE	FALSE	NA
GCF_014201265.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp014201265	FALSE	FALSE	FALSE	NA
GCF_014196635.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium fontiphilum	FALSE	FALSE	FALSE	NA
GCF_000447205.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium ummariense	FALSE	FALSE	FALSE	NA
GCF_900013425.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp900013425	FALSE	FALSE	FALSE	NA
GCF_012927105.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium psychrophilum	FALSE	FALSE	FALSE	NA
GCA_013822485.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp013822485	FALSE	FALSE	FALSE	NA
GCF_004152865.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium cupriresistens	FALSE	FALSE	FALSE	NA
GCF_000588875.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp000588875	FALSE	FALSE	FALSE	NA
GCF_001713415.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp001713415	FALSE	FALSE	FALSE	NA
GCF_002312805.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp002312805	FALSE	FALSE	FALSE	NA
GCF_000367345.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium xenophagum	FALSE	FALSE	FALSE	NA
GCF_000382885.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium japonicum_C	FALSE	FALSE	FALSE	NA
GCF_003591655.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp003591655	FALSE	FALSE	FALSE	NA
GCA_016463275.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp016463275	FALSE	FALSE	FALSE	NA
GCF_019097845.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp019097845	FALSE	FALSE	FALSE	NA
GCF_014280435.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp014280435	FALSE	FALSE	FALSE	NA
GCA_016000085.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp016000085	FALSE	FALSE	FALSE	NA
GCF_001650725.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp001650725	FALSE	FALSE	FALSE	NA
GCF_013393185.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium lactosutens_A	FALSE	FALSE	FALSE	NA
GCF_009720145.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp009720145	FALSE	FALSE	FALSE	NA
GCF_014203965.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp014203965	FALSE	FALSE	FALSE	NA
GCF_001421665.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp001421665	FALSE	FALSE	FALSE	NA
GCF_008710155.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium limneticum	FALSE	FALSE	FALSE	NA
GCF_900109095.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp900109095	FALSE	FALSE	FALSE	NA
GCF_900111125.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp900111125	FALSE	FALSE	FALSE	NA
GCF_000508185.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp000508185	FALSE	FALSE	FALSE	NA
GCA_013911745.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp013911745	FALSE	FALSE	FALSE	NA
GCF_001556865.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp001556865	FALSE	FALSE	FALSE	NA
GCF_003967075.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium amiense	FALSE	FALSE	FALSE	NA
GCA_003248505.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp003248505	FALSE	FALSE	FALSE	NA
GCA_002457415.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp002457415	FALSE	FALSE	FALSE	NA
GCF_000153545.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp000153545	FALSE	FALSE	FALSE	NA
GCF_000445105.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium lactosutens	FALSE	FALSE	FALSE	NA
GCF_001598335.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium abikonense	FALSE	FALSE	FALSE	NA
GCF_000281715.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp000281715	FALSE	FALSE	FALSE	NA
GCF_000315525.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium yanoikuyae	FALSE	FALSE	FALSE	NA
GCF_014197035.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium scionense	FALSE	FALSE	FALSE	NA
GCF_001456115.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium baderi_A	FALSE	FALSE	FALSE	NA
GCF_007830065.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium wenxiniae	FALSE	FALSE	FALSE	NA
GCF_002355855.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium cloacae	FALSE	FALSE	FALSE	NA
GCF_900100475.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium faniae	FALSE	FALSE	FALSE	NA
GCF_000412635.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium bisphenolivorans	FALSE	FALSE	FALSE	NA
GCF_001005725.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium chungbukense	FALSE	FALSE	FALSE	NA
GCF_001563265.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp001563265	FALSE	FALSE	FALSE	NA
GCF_013375535.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp013375535	FALSE	FALSE	FALSE	NA
GCA_000264945.2	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium indicum	FALSE	FALSE	FALSE	NA
GCF_004361945.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium barthaii_A	FALSE	FALSE	FALSE	NA
GCF_004152845.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium fuliginis	FALSE	FALSE	FALSE	NA
GCF_000722875.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium chlorophenolicum	FALSE	FALSE	FALSE	NA
GCF_008692605.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium estronivorans	FALSE	FALSE	FALSE	NA
GCF_013375555.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp013375555	FALSE	FALSE	FALSE	NA
GCF_014873695.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp014873695	FALSE	FALSE	FALSE	NA
GCF_015693305.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp015693305	FALSE	FALSE	FALSE	NA
GCF_900218065.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp900218065	FALSE	FALSE	FALSE	NA
GCF_001658005.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp001658005	FALSE	FALSE	FALSE	NA
GCF_001563285.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp001563285	FALSE	FALSE	FALSE	NA
GCF_002080435.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium herbicidovorans	FALSE	FALSE	FALSE	NA
GCF_000445065.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium quisquiliarum	FALSE	FALSE	FALSE	NA
GCF_011762025.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium vermicomposti	FALSE	FALSE	FALSE	NA
GCF_002953135.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp002953135	FALSE	FALSE	FALSE	NA
GCF_004005485.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium algorifonticola	FALSE	FALSE	FALSE	NA
GCA_003248935.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp003248935	FALSE	FALSE	FALSE	NA
GCF_001757355.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium phenoxybenzoativorans	FALSE	FALSE	FALSE	NA
GCF_014199435.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium subterraneum	FALSE	FALSE	FALSE	NA
GCA_017984895.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp017984895	FALSE	FALSE	FALSE	NA
GCF_004122115.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium fluviale	FALSE	FALSE	FALSE	NA
GCA_006226685.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp006226685	FALSE	FALSE	FALSE	NA
GCA_009360885.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp009360885	FALSE	FALSE	FALSE	NA
GCF_014196495.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium jiangsuense	FALSE	FALSE	FALSE	NA
GCA_002336985.1	f__Sphingomonadaceae	g__UBA1936	s__UBA1936 sp002336985	FALSE	FALSE	FALSE	NA
GCA_013821585.1	f__Sphingomonadaceae	g__UBA1936	s__UBA1936 sp013821585	FALSE	FALSE	FALSE	NA
GCF_003660165.1	f__Sphingomonadaceae	g__UBA1936	s__UBA1936 sp003660165	FALSE	FALSE	FALSE	NA
GCA_002422945.1	f__Sphingomonadaceae	g__UBA6174	s__UBA6174 sp002422945	FALSE	FALSE	FALSE	NA
GCA_903821605.1	f__Sphingomonadaceae	g__UBA6174	s__UBA6174 sp903821605	FALSE	FALSE	FALSE	NA
GCA_005518185.1	f__Sphingomonadaceae	g__Chakrabartia	s__Chakrabartia godavariana	FALSE	FALSE	FALSE	NA
GCA_903839675.1	f__Sphingomonadaceae	g__Chakrabartia	s__Chakrabartia sp903839675	FALSE	FALSE	FALSE	NA
GCA_903958285.1	f__Sphingomonadaceae	g__Chakrabartia	s__Chakrabartia sp903958285	FALSE	FALSE	FALSE	NA
GCA_009923795.1	f__Sphingomonadaceae	g__Chakrabartia	s__Chakrabartia sp009923795	FALSE	FALSE	FALSE	NA
GCA_009920915.1	f__Sphingomonadaceae	g__Chakrabartia	s__Chakrabartia sp009920915	FALSE	FALSE	FALSE	NA
GCA_018970965.1	f__Sphingomonadaceae	g__Chakrabartia	s__Chakrabartia sp018970965	FALSE	FALSE	FALSE	NA
GCA_016704425.1	f__Sphingomonadaceae	g__Chakrabartia	s__Chakrabartia sp016704425	FALSE	FALSE	FALSE	NA
GCA_002478575.1	f__Sphingomonadaceae	g__Chakrabartia	s__Chakrabartia sp002478575	FALSE	FALSE	FALSE	NA
GCA_016714795.1	f__Sphingomonadaceae	g__Chakrabartia	s__Chakrabartia sp016714795	FALSE	FALSE	FALSE	NA
GCF_002151445.1	f__Sphingomonadaceae	g__Sphingomonas_E	s__Sphingomonas_E sp002151445	FALSE	FALSE	FALSE	NA
GCF_003034225.1	f__Sphingomonadaceae	g__Sphingomonas_E	s__Sphingomonas_E fennica	FALSE	FALSE	FALSE	NA
GCF_900188165.1	f__Sphingomonadaceae	g__Sphingomonas_E	s__Sphingomonas_E laterariae	FALSE	FALSE	FALSE	NA
GCF_009755815.1	f__Sphingomonadaceae	g__Sphingomonas_M	s__Sphingomonas_M formosensis	FALSE	FALSE	FALSE	NA
GCF_000744515.1	f__Sphingomonadaceae	g__Rhizorhabdus	s__Rhizorhabdus wittichii_A	FALSE	FALSE	FALSE	NA
GCF_900101455.1	f__Sphingomonadaceae	g__Rhizorhabdus	s__Rhizorhabdus sp900101455	FALSE	FALSE	FALSE	NA
GCF_004005865.1	f__Sphingomonadaceae	g__Rhizorhabdus	s__Rhizorhabdus crocodyli	FALSE	FALSE	FALSE	NA
GCF_008274695.1	f__Sphingomonadaceae	g__Rhizorhabdus	s__Rhizorhabdus montanisoli	FALSE	FALSE	FALSE	NA
GCF_000971055.1	f__Sphingomonadaceae	g__Rhizorhabdus	s__Rhizorhabdus sp000971055	FALSE	FALSE	FALSE	NA
GCF_001429065.1	f__Sphingomonadaceae	g__Rhizorhabdus	s__Rhizorhabdus sp001429065	FALSE	FALSE	FALSE	NA
GCA_004297635.1	f__Sphingomonadaceae	g__Rhizorhabdus	s__Rhizorhabdus sp004297635	FALSE	FALSE	FALSE	NA
GCF_002355275.1	f__Sphingomonadaceae	g__Rhizorhabdus	s__Rhizorhabdus dicambivorans	FALSE	FALSE	FALSE	NA
GCF_001428605.1	f__Sphingomonadaceae	g__Rhizorhabdus	s__Rhizorhabdus sp001428605	FALSE	FALSE	FALSE	NA
GCF_000016765.1	f__Sphingomonadaceae	g__Rhizorhabdus	s__Rhizorhabdus wittichii	FALSE	FALSE	FALSE	NA
GCF_001015195.1	f__Sphingomonadaceae	g__Rhizorhabdus	s__Rhizorhabdus sp001015195	FALSE	FALSE	FALSE	NA
GCF_900167915.1	f__Sphingomonadaceae	g__Rhizorhabdus	s__Rhizorhabdus histidinilytica	FALSE	FALSE	FALSE	NA
GCA_018006725.1	f__Sphingomonadaceae	g__Rhizorhabdus	s__Rhizorhabdus sp018006725	FALSE	FALSE	FALSE	NA
GCF_011044255.1	f__Sphingomonadaceae	g__Rhizorhabdus	s__Rhizorhabdus sp011044255	FALSE	FALSE	FALSE	NA
GCF_003050615.1	f__Sphingomonadaceae	g__Sphingomonas_H	s__Sphingomonas_H oleivorans	FALSE	FALSE	FALSE	NA
GCF_007785815.1	f__Sphingomonadaceae	g__Sphingomonas_G	s__Sphingomonas_G solaris	FALSE	FALSE	FALSE	NA
GCF_009739515.1	f__Sphingomonadaceae	g__Sphingomonas_G	s__Sphingomonas_G sp009739515	FALSE	FALSE	FALSE	NA
GCF_001956315.1	f__Sphingomonadaceae	g__Sphingomonas_G	s__Sphingomonas_G montana	FALSE	FALSE	FALSE	NA
GCF_014643515.1	f__Sphingomonadaceae	g__Sphingomonas_G	s__Sphingomonas_G prati	FALSE	FALSE	FALSE	NA
GCF_900113315.1	f__Sphingomonadaceae	g__Sphingomonas_G	s__Sphingomonas_G jatrophae	FALSE	FALSE	FALSE	NA
GCF_003391115.1	f__Sphingomonadaceae	g__Sphingomonas_I	s__Sphingomonas_I crusticola	FALSE	FALSE	FALSE	NA
GCA_003248515.1	f__Sphingomonadaceae	g__Sphingomonas_I	s__Sphingomonas_I sp003248515	FALSE	FALSE	FALSE	NA
GCF_013113735.1	f__Sphingomonadaceae	g__Sphingomonas_I	s__Sphingomonas_I sp013113735	FALSE	FALSE	FALSE	NA
GCF_011761305.1	f__Sphingomonadaceae	g__Sphingomonas_I	s__Sphingomonas_I vulcanisoli	FALSE	FALSE	FALSE	NA
GCF_903644055.1	f__Sphingomonadaceae	g__Sphingomonas_I	s__Sphingomonas_I sp903644055	FALSE	FALSE	FALSE	NA
GCF_018863195.1	f__Sphingomonadaceae	g__XMGL2	s__XMGL2 sp018863195	FALSE	FALSE	FALSE	NA
GCA_019239915.1	f__Sphingomonadaceae	g__Sphingomonas_N	s__Sphingomonas_N sp019239915	FALSE	FALSE	FALSE	NA
GCF_000383095.1	f__Sphingomonadaceae	g__Sphingomonas_N	s__Sphingomonas_N sp000383095	FALSE	FALSE	FALSE	NA
GCF_011762195.1	f__Sphingomonadaceae	g__Sphingomonas_N	s__Sphingomonas_N oligoaromativorans	FALSE	FALSE	FALSE	NA
GCA_903871605.1	f__Sphingomonadaceae	g__Sphingomonas_N	s__Sphingomonas_N sp903871605	FALSE	FALSE	FALSE	NA
GCA_000333335.1	f__Sphingomonadaceae	g__Sphingomonas_N	s__Sphingomonas_N sp000333335	FALSE	FALSE	FALSE	NA
GCF_013778325.1	f__Sphingomonadaceae	g__Sphingomonas_N	s__Sphingomonas_N chungangi	FALSE	FALSE	FALSE	NA
GCF_000218875.1	f__Sphingomonadaceae	g__Zymomonas	s__Zymomonas pomaceae	FALSE	FALSE	FALSE	NA
GCF_000175255.2	f__Sphingomonadaceae	g__Zymomonas	s__Zymomonas mobilis	FALSE	FALSE	FALSE	NA
GCF_006715975.1	f__Sphingomonadaceae	g__Zymomonas	s__Zymomonas mobilis_B	FALSE	FALSE	FALSE	NA
GCA_014380205.1	f__Sphingomonadaceae	g__Parasphingopyxis	s__Parasphingopyxis sp014380205	FALSE	FALSE	FALSE	NA
GCA_013001755.1	f__Sphingomonadaceae	g__Parasphingopyxis	s__Parasphingopyxis sp013001755	FALSE	FALSE	FALSE	NA
GCF_014237875.1	f__Sphingomonadaceae	g__Parasphingopyxis	s__Parasphingopyxis sp014237875	FALSE	FALSE	FALSE	NA
GCF_013378055.1	f__Sphingomonadaceae	g__Parasphingopyxis	s__Parasphingopyxis sp013378055	FALSE	FALSE	FALSE	NA
GCF_013378075.1	f__Sphingomonadaceae	g__Parasphingopyxis	s__Parasphingopyxis algicola	FALSE	FALSE	FALSE	NA
GCF_003385775.1	f__Sphingomonadaceae	g__Parasphingopyxis	s__Parasphingopyxis lamellibrachiae	FALSE	FALSE	FALSE	NA
GCA_905479515.1	f__Sphingomonadaceae	g__Parasphingopyxis	s__Parasphingopyxis sp905479515	FALSE	FALSE	FALSE	NA
GCA_902806235.1	f__Sphingomonadaceae	g__CADCVW01	s__CADCVW01 sp902806235	FALSE	FALSE	FALSE	NA
GCA_013001055.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sp004282935	FALSE	FALSE	FALSE	NA
GCF_014195685.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium lutaoense	FALSE	FALSE	FALSE	NA
GCF_003970925.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sp003970925	FALSE	FALSE	FALSE	NA
GCF_014873375.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sp014873375	FALSE	FALSE	FALSE	NA
GCF_016924655.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sp016924655	FALSE	FALSE	FALSE	NA
GCA_902806295.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sp902806295	FALSE	FALSE	FALSE	NA
GCA_902806265.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sp902806265	FALSE	FALSE	FALSE	NA
GCA_902806285.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sp902806285	FALSE	FALSE	FALSE	NA
GCF_009363895.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium ginsengisoli	FALSE	FALSE	FALSE	NA
GCF_000711715.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium astaxanthinifaciens	FALSE	FALSE	FALSE	NA
GCF_011927725.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium kaistense	FALSE	FALSE	FALSE	NA
GCF_014873475.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sp014873475	FALSE	FALSE	FALSE	NA
GCF_014489495.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium daechungense	FALSE	FALSE	FALSE	NA
GCF_014489515.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sediminicola	FALSE	FALSE	FALSE	NA
GCA_019242355.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sp019242355	FALSE	FALSE	FALSE	NA
GCA_013816595.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sp013816595	FALSE	FALSE	FALSE	NA
GCA_019247755.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sp019247755	FALSE	FALSE	FALSE	NA
GCF_014873795.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sp014873795	FALSE	FALSE	FALSE	NA
GCA_013361785.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sp013361785	FALSE	FALSE	FALSE	NA
GCF_009720245.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sp009720245	FALSE	FALSE	FALSE	NA
GCF_000620665.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sp000620665	FALSE	FALSE	FALSE	NA
GCF_003097155.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sp003097155	FALSE	FALSE	FALSE	NA
GCA_902806275.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sp902806275	FALSE	FALSE	FALSE	NA
GCF_014396785.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium lutea	FALSE	FALSE	FALSE	NA
GCA_013812805.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sp013812805	FALSE	FALSE	FALSE	NA
GCF_011302055.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sinipercae	FALSE	FALSE	FALSE	NA
GCA_013817375.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sp013817375	FALSE	FALSE	FALSE	NA
GCF_014352855.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sp014352855	FALSE	FALSE	FALSE	NA
GCA_013812825.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sp013812825	FALSE	FALSE	FALSE	NA
GCF_011300455.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium piscis	FALSE	FALSE	FALSE	NA
GCA_011053295.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sp011053295	FALSE	FALSE	FALSE	NA
GCF_000585415.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium jaspsi	FALSE	FALSE	FALSE	NA
GCF_014396585.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium rhizophilum	FALSE	FALSE	FALSE	NA
GCA_013816785.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sp013816785	FALSE	FALSE	FALSE	NA
GCF_003583725.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium edaphi	FALSE	FALSE	FALSE	NA
GCF_007998985.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium xanthus	FALSE	FALSE	FALSE	NA
GCF_003499275.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium mesophila	FALSE	FALSE	FALSE	NA
GCF_011301715.1	f__Sphingomonadaceae	g__Sphingomicrobium	s__Sphingomicrobium sp011301715	FALSE	FALSE	FALSE	NA
GCF_900177405.1	f__Sphingomonadaceae	g__Allosphingosinicella	s__Allosphingosinicella indica	FALSE	FALSE	FALSE	NA
GCA_002344055.1	f__Sphingomonadaceae	g__Allosphingosinicella	s__Allosphingosinicella sp002344055	FALSE	FALSE	FALSE	NA
GCF_011320075.1	f__Sphingomonadaceae	g__Allosphingosinicella	s__Allosphingosinicella sp011320075	FALSE	FALSE	FALSE	NA
GCA_003347635.1	f__Sphingomonadaceae	g__Allosphingosinicella	s__Allosphingosinicella sp003347635	FALSE	FALSE	FALSE	NA
GCF_004151485.1	f__Sphingomonadaceae	g__Allosphingosinicella	s__Allosphingosinicella sp004151485	FALSE	FALSE	FALSE	NA
GCF_007995055.1	f__Sphingomonadaceae	g__Allosphingosinicella	s__Allosphingosinicella ginsenosidimutans	FALSE	FALSE	FALSE	NA
GCA_005883305.1	f__Sphingomonadaceae	g__Allosphingosinicella	s__Allosphingosinicella sp005883305	FALSE	FALSE	FALSE	NA
GCA_019239785.1	f__Sphingomonadaceae	g__Allosphingosinicella	s__Allosphingosinicella sp019239785	FALSE	FALSE	FALSE	NA
GCA_005882415.1	f__Sphingomonadaceae	g__Allosphingosinicella	s__Allosphingosinicella sp005882415	FALSE	FALSE	FALSE	NA
GCA_019232625.1	f__Sphingomonadaceae	g__Allosphingosinicella	s__Allosphingosinicella sp019232625	FALSE	FALSE	FALSE	NA
GCA_019239415.1	f__Sphingomonadaceae	g__Allosphingosinicella	s__Allosphingosinicella sp019239415	FALSE	FALSE	FALSE	NA
GCF_004564275.1	f__Sphingomonadaceae	g__Allosphingosinicella	s__Allosphingosinicella parva	FALSE	FALSE	FALSE	NA
GCF_003012735.1	f__Sphingomonadaceae	g__Allosphingosinicella	s__Allosphingosinicella deserti	FALSE	FALSE	FALSE	NA
GCF_004135585.1	f__Sphingomonadaceae	g__Allosphingosinicella	s__Allosphingosinicella sp004135585	FALSE	FALSE	FALSE	NA
GCF_003129465.1	f__Sphingomonadaceae	g__Allosphingosinicella	s__Allosphingosinicella humi	FALSE	FALSE	FALSE	NA
GCA_013816585.1	f__Sphingomonadaceae	g__Allosphingosinicella	s__Allosphingosinicella sp013816585	FALSE	FALSE	FALSE	NA
GCF_003012815.1	f__Sphingomonadaceae	g__Allosphingosinicella	s__Allosphingosinicella vermicomposti	FALSE	FALSE	FALSE	NA
GCF_016025255.1	f__Sphingomonadaceae	g__Allosphingosinicella	s__Allosphingosinicella sp016025255	FALSE	FALSE	FALSE	NA
GCA_902806315.1	f__Sphingomonadaceae	g__Allosphingosinicella	s__Allosphingosinicella sp902806315	FALSE	FALSE	FALSE	NA
GCA_016781555.1	f__Sphingomonadaceae	g__Allosphingosinicella	s__Allosphingosinicella sp016781555	FALSE	FALSE	FALSE	NA
GCF_014199685.1	f__Sphingomonadaceae	g__Sphingosinicella	s__Sphingosinicella soli	FALSE	FALSE	FALSE	NA
GCA_013911755.1	f__Sphingomonadaceae	g__Sphingosinicella	s__Sphingosinicella sp013911755	FALSE	FALSE	FALSE	NA
GCA_016793845.1	f__Sphingomonadaceae	g__Sphingosinicella	s__Sphingosinicella sp016793845	FALSE	FALSE	FALSE	NA
GCF_003634215.1	f__Sphingomonadaceae	g__Sphingosinicella	s__Sphingosinicella microcystinivorans	FALSE	FALSE	FALSE	NA
GCA_002375465.1	f__Sphingomonadaceae	g__Pacificimonas	s__Pacificimonas sp002375465	FALSE	FALSE	FALSE	NA
GCA_019204005.1	f__Sphingomonadaceae	g__Pacificimonas	s__Pacificimonas sp019204005	FALSE	FALSE	FALSE	NA
GCF_000342165.1	f__Sphingomonadaceae	g__Pacificimonas	s__Pacificimonas flava	FALSE	FALSE	FALSE	NA
GCF_002211145.1	f__Sphingomonadaceae	g__Pacificimonas	s__Pacificimonas flava_A	FALSE	FALSE	FALSE	NA
GCA_005144965.1	f__Sphingomonadaceae	g__Hankyongella	s__Hankyongella ginsenosidimutans	FALSE	FALSE	FALSE	NA
GCF_008801695.1	f__Enterobacteriaceae	g__Pantoea	s__Pantoea stewartii	FALSE	FALSE	FALSE	NA
GCF_000710035.2	f__Enterobacteriaceae	g__Pantoea	s__Pantoea ananatis	FALSE	FALSE	FALSE	NA
GCF_002307475.1	f__Enterobacteriaceae	g__Pantoea	s__Pantoea allii	FALSE	FALSE	FALSE	NA
GCA_002434205.1	f__Enterobacteriaceae	g__Pantoea	s__Pantoea sp002434205	FALSE	FALSE	FALSE	NA
GCF_002095315.1	f__Enterobacteriaceae	g__Pantoea	s__Pantoea conspicua	FALSE	FALSE	FALSE	NA
GCA_002095305.1	f__Enterobacteriaceae	g__Pantoea	s__Pantoea brenneri	FALSE	FALSE	FALSE	NA
GCA_009830035.1	f__Enterobacteriaceae	g__Pantoea	s__Pantoea sp009830035	FALSE	FALSE	FALSE	NA
GCF_008632075.1	f__Enterobacteriaceae	g__Pantoea	s__Pantoea sp008632075	FALSE	FALSE	FALSE	NA
GCF_004792415.1	f__Enterobacteriaceae	g__Pantoea	s__Pantoea vagans	FALSE	FALSE	FALSE	NA
GCF_009905795.1	f__Enterobacteriaceae	g__Pantoea	s__Pantoea sp003512445	FALSE	FALSE	FALSE	NA
