accession	family	genus	species	fasta_obtained	json_obtained	eggnog_obtained	fasta_file_name
GCF_005434915.1	f__Sphingomonadaceae	g__Alteraurantiacibacter	s__Alteraurantiacibacter suaedae	FALSE	FALSE	FALSE	NA
GCF_003815535.1	f__Sphingomonadaceae	g__Alteraurantiacibacter	s__Alteraurantiacibacter spongiae	FALSE	FALSE	FALSE	NA
GCF_001886695.1	f__Sphingomonadaceae	g__Alteraurantiacibacter	s__Alteraurantiacibacter gangjinensis	FALSE	FALSE	FALSE	NA
GCF_009807005.1	f__Sphingomonadaceae	g__Alteraurantiacibacter	s__Alteraurantiacibacter rhizosphaerae	FALSE	FALSE	FALSE	NA
GCF_003584125.1	f__Sphingomonadaceae	g__Alteraurantiacibacter	s__Alteraurantiacibacter zhengii	FALSE	FALSE	FALSE	NA
GCF_003605195.1	f__Sphingomonadaceae	g__Alteraurantiacibacter	s__Alteraurantiacibacter odishensis	FALSE	FALSE	FALSE	NA
GCF_001010945.1	f__Sphingomonadaceae	g__Alteraurantiacibacter	s__Alteraurantiacibacter luteus	FALSE	FALSE	FALSE	NA
GCF_009827335.1	f__Sphingomonadaceae	g__Alteraurantiacibacter	s__Alteraurantiacibacter arachoides	FALSE	FALSE	FALSE	NA
GCF_003605475.1	f__Sphingomonadaceae	g__Alteraurantiacibacter	s__Alteraurantiacibacter aquimixticola_A	FALSE	FALSE	FALSE	NA
GCF_001077815.2	f__Sphingomonadaceae	g__Alteraurantiacibacter	s__Alteraurantiacibacter atlanticus	FALSE	FALSE	FALSE	NA
GCA_002367375.1	f__Sphingomonadaceae	g__Alteraurantiacibacter	s__Alteraurantiacibacter sp002367375	FALSE	FALSE	FALSE	NA
GCF_001021555.1	f__Sphingomonadaceae	g__Alteraurantiacibacter	s__Alteraurantiacibacter marinus	FALSE	FALSE	FALSE	NA
GCF_016019885.1	f__Sphingomonadaceae	g__Alteraurantiacibacter	s__Alteraurantiacibacter sp016019885	FALSE	FALSE	FALSE	NA
GCF_902498745.1	f__Sphingomonadaceae	g__Alteraurantiacibacter	s__Alteraurantiacibacter sp902498745	FALSE	FALSE	FALSE	NA
GCF_001687545.1	f__Sphingomonadaceae	g__Paraurantiacibacter	s__Paraurantiacibacter namhicola	FALSE	FALSE	FALSE	NA
GCF_003958635.1	f__Sphingomonadaceae	g__Altericroceibacterium_A	s__Altericroceibacterium_A xinjiangense	FALSE	FALSE	FALSE	NA
GCF_009827595.1	f__Sphingomonadaceae	g__Altericroceibacterium	s__Altericroceibacterium endophyticum	FALSE	FALSE	FALSE	NA
GCF_003610805.1	f__Sphingomonadaceae	g__Altericroceibacterium	s__Altericroceibacterium spongiae	FALSE	FALSE	FALSE	NA
GCF_009828105.1	f__Sphingomonadaceae	g__Altericroceibacterium	s__Altericroceibacterium indicum	FALSE	FALSE	FALSE	NA
GCF_002556635.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp002556635	FALSE	FALSE	FALSE	NA
GCF_009746585.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp009746585	FALSE	FALSE	FALSE	NA
GCF_014196615.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium fluoreni	FALSE	FALSE	FALSE	NA
GCF_014204535.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium chloroacetimidivorans	FALSE	FALSE	FALSE	NA
GCF_902506425.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp902506425	FALSE	FALSE	FALSE	NA
GCF_014652555.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium colocasiae	FALSE	FALSE	FALSE	NA
GCF_900113255.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp900113255	FALSE	FALSE	FALSE	NA
GCF_001298105.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp001298105	FALSE	FALSE	FALSE	NA
GCF_004342985.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp004342985	FALSE	FALSE	FALSE	NA
GCF_002149965.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium panipatense	FALSE	FALSE	FALSE	NA
GCF_000445125.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium lindaniclasticum	FALSE	FALSE	FALSE	NA
GCA_017745295.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp017745295	FALSE	FALSE	FALSE	NA
GCF_007993975.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium barchaimii_B	FALSE	FALSE	FALSE	NA
GCF_004341845.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp004341845	FALSE	FALSE	FALSE	NA
GCF_006874585.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp006874585	FALSE	FALSE	FALSE	NA
GCF_000272475.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp000272475	FALSE	FALSE	FALSE	NA
GCF_009856825.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp009856825	FALSE	FALSE	FALSE	NA
GCF_002916655.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp002916655	FALSE	FALSE	FALSE	NA
GCF_001742225.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium resinovorum	FALSE	FALSE	FALSE	NA
GCF_002896965.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium guangzhouense	FALSE	FALSE	FALSE	NA
GCF_000281975.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp000281975	FALSE	FALSE	FALSE	NA
GCF_902706195.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp902706195	FALSE	FALSE	FALSE	NA
GCF_000876675.2	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp000876675	FALSE	FALSE	FALSE	NA
GCF_001046635.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium barchaimii	FALSE	FALSE	FALSE	NA
GCF_001421325.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp001421325	FALSE	FALSE	FALSE	NA
GCF_014640675.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium endophyticum	FALSE	FALSE	FALSE	NA
GCF_000767465.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium pentaromativorans	FALSE	FALSE	FALSE	NA
GCF_900168325.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium mathurense	FALSE	FALSE	FALSE	NA
GCF_015865035.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp015865035	FALSE	FALSE	FALSE	NA
GCF_018491765.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium profundi	FALSE	FALSE	FALSE	NA
GCF_008107685.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp008107685	FALSE	FALSE	FALSE	NA
GCF_018417475.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp000813185	FALSE	FALSE	FALSE	NA
GCF_001590985.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium naphthalenivorans	FALSE	FALSE	FALSE	NA
GCF_000802225.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium malaysiense	FALSE	FALSE	FALSE	NA
GCF_014645195.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium indicum	FALSE	FALSE	FALSE	NA
GCF_013408095.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium marinum	FALSE	FALSE	FALSE	NA
GCA_019090585.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp019090585	FALSE	FALSE	FALSE	NA
GCA_903970225.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp903970225	FALSE	FALSE	FALSE	NA
GCF_009707465.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp009707465	FALSE	FALSE	FALSE	NA
GCF_012927405.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium olei	FALSE	FALSE	FALSE	NA
GCF_014196055.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium hassiacum	FALSE	FALSE	FALSE	NA
GCA_002280675.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp002280675	FALSE	FALSE	FALSE	NA
GCF_001295795.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp001295795	FALSE	FALSE	FALSE	NA
GCF_007830315.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium taihuense	FALSE	FALSE	FALSE	NA
GCF_900176395.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp900176395	FALSE	FALSE	FALSE	NA
GCF_015694345.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium jiangmenense	FALSE	FALSE	FALSE	NA
GCF_000807925.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium subterraneum	FALSE	FALSE	FALSE	NA
GCF_003454795.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp003454795	FALSE	FALSE	FALSE	NA
GCF_012641335.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp012641335	FALSE	FALSE	FALSE	NA
GCA_002256775.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp002256775	FALSE	FALSE	FALSE	NA
GCA_002256985.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp002256985	FALSE	FALSE	FALSE	NA
GCF_000013325.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium aromaticivorans	FALSE	FALSE	FALSE	NA
GCF_003171715.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium meiothermophilum	FALSE	FALSE	FALSE	NA
GCF_000192575.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium nitrogenifigens	FALSE	FALSE	FALSE	NA
GCF_001519055.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp001519055	FALSE	FALSE	FALSE	NA
GCA_903868655.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp903868655	FALSE	FALSE	FALSE	NA
GCF_000429005.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium acidiphilum	FALSE	FALSE	FALSE	NA
GCF_001519065.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp001519065	FALSE	FALSE	FALSE	NA
GCA_903893935.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp903893935	FALSE	FALSE	FALSE	NA
GCA_903848655.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp903848655	FALSE	FALSE	FALSE	NA
GCA_903832325.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp903832325	FALSE	FALSE	FALSE	NA
GCA_015661825.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium capsulatum_A	FALSE	FALSE	FALSE	NA
GCF_014200275.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp014200275	FALSE	FALSE	FALSE	NA
GCF_003208305.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp003208305	FALSE	FALSE	FALSE	NA
GCF_014652855.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium pokkalii	FALSE	FALSE	FALSE	NA
GCF_001598375.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium capsulatum	FALSE	FALSE	FALSE	NA
GCF_005145025.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp005145025	FALSE	FALSE	FALSE	NA
GCF_001014975.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp002336885	FALSE	FALSE	FALSE	NA
GCA_001725355.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp001725355	FALSE	FALSE	FALSE	NA
GCA_903828025.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp903828025	FALSE	FALSE	FALSE	NA
GCA_903834285.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp903834285	FALSE	FALSE	FALSE	NA
GCF_001519075.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium fuchskuhlense	FALSE	FALSE	FALSE	NA
GCF_007991615.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sediminis	FALSE	FALSE	FALSE	NA
GCF_900117425.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp900117425	FALSE	FALSE	FALSE	NA
GCF_004364785.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp004364785	FALSE	FALSE	FALSE	NA
GCF_001590965.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium lentum	FALSE	FALSE	FALSE	NA
GCA_004211435.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp004211435	FALSE	FALSE	FALSE	NA
GCF_019075875.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp019075875	FALSE	FALSE	FALSE	NA
GCA_903911985.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp903911985	FALSE	FALSE	FALSE	NA
GCA_903923465.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp903923465	FALSE	FALSE	FALSE	NA
GCF_003208375.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp003208375	FALSE	FALSE	FALSE	NA
GCF_001598555.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium rosa	FALSE	FALSE	FALSE	NA
GCF_017163935.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp017163935	FALSE	FALSE	FALSE	NA
GCA_903858875.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp903858875	FALSE	FALSE	FALSE	NA
GCF_004005905.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium umbonatum	FALSE	FALSE	FALSE	NA
GCF_009909235.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp009909235	FALSE	FALSE	FALSE	NA
GCA_002336765.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp002336765	FALSE	FALSE	FALSE	NA
GCF_012275515.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp001898925	FALSE	FALSE	FALSE	NA
GCF_013149295.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp013149295	FALSE	FALSE	FALSE	NA
GCF_014196525.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sediminicola	FALSE	FALSE	FALSE	NA
GCA_018242165.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp018242165	FALSE	FALSE	FALSE	NA
GCA_018971065.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp018971065	FALSE	FALSE	FALSE	NA
GCA_013791705.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp013791705	FALSE	FALSE	FALSE	NA
GCF_014230315.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium flavum	FALSE	FALSE	FALSE	NA
GCF_014230305.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium aerophilum	FALSE	FALSE	FALSE	NA
GCF_014230355.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium piscinae	FALSE	FALSE	FALSE	NA
GCF_002855555.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp002855555	FALSE	FALSE	FALSE	NA
GCA_016719755.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp016719755	FALSE	FALSE	FALSE	NA
GCA_013822005.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp013822005	FALSE	FALSE	FALSE	NA
GCA_018334165.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp018334165	FALSE	FALSE	FALSE	NA
GCA_002440635.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp002440635	FALSE	FALSE	FALSE	NA
GCA_017302615.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp017302615	FALSE	FALSE	FALSE	NA
GCA_017302775.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp017302775	FALSE	FALSE	FALSE	NA
GCA_009885425.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp009885425	FALSE	FALSE	FALSE	NA
GCA_017987575.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp017987575	FALSE	FALSE	FALSE	NA
GCA_013141325.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp013141325	FALSE	FALSE	FALSE	NA
GCF_002813245.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium kunmingense	FALSE	FALSE	FALSE	NA
GCA_018240895.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp018240895	FALSE	FALSE	FALSE	NA
GCA_018241045.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp018241045	FALSE	FALSE	FALSE	NA
GCA_002454125.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp002454125	FALSE	FALSE	FALSE	NA
GCA_015657645.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp015657645	FALSE	FALSE	FALSE	NA
GCA_009926135.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp009926135	FALSE	FALSE	FALSE	NA
GCF_007954425.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium ginsenosidimutans	FALSE	FALSE	FALSE	NA
GCF_002198665.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp002198665	FALSE	FALSE	FALSE	NA
GCF_014652615.1	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium arvoryzae	FALSE	FALSE	FALSE	NA
GCA_009993585.1	f__Sphingomonadaceae	g__Sphingorhabdus_C	s__Sphingorhabdus_C sp009993585	FALSE	FALSE	FALSE	NA
GCF_007995095.1	f__Sphingomonadaceae	g__Sphingorhabdus_C	s__Sphingorhabdus_C soli	FALSE	FALSE	FALSE	NA
GCF_012979535.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis lacunae	FALSE	FALSE	FALSE	NA
GCA_012035435.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp012035435	FALSE	FALSE	FALSE	NA
GCA_013911715.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp013911715	FALSE	FALSE	FALSE	NA
GCF_000763945.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp000763945	FALSE	FALSE	FALSE	NA
GCF_016734905.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp016734905	FALSE	FALSE	FALSE	NA
GCF_001598815.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis terrae	FALSE	FALSE	FALSE	NA
GCA_003241685.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis macrogoltabida_A	FALSE	FALSE	FALSE	NA
GCF_000013985.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis alaskensis	FALSE	FALSE	FALSE	NA
GCF_003609835.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp003609835	FALSE	FALSE	FALSE	NA
GCF_014595975.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp014595975	FALSE	FALSE	FALSE	NA
GCF_011762125.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis panaciterrae	FALSE	FALSE	FALSE	NA
GCF_001307295.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis macrogoltabida_B	FALSE	FALSE	FALSE	NA
GCF_001314325.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis macrogoltabida	FALSE	FALSE	FALSE	NA
GCA_013821905.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp013821905	FALSE	FALSE	FALSE	NA
GCA_015657575.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp015657575	FALSE	FALSE	FALSE	NA
GCF_011926545.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis italica	FALSE	FALSE	FALSE	NA
GCF_013410105.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp013410105	FALSE	FALSE	FALSE	NA
GCF_014873485.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp014873485	FALSE	FALSE	FALSE	NA
GCF_001047015.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp001047015	FALSE	FALSE	FALSE	NA
GCF_900108295.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp900108295	FALSE	FALSE	FALSE	NA
GCF_000803645.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis fribergensis	FALSE	FALSE	FALSE	NA
GCA_005503215.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp005503215	FALSE	FALSE	FALSE	NA
GCF_000756375.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp000756375	FALSE	FALSE	FALSE	NA
GCF_001427105.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp001427105	FALSE	FALSE	FALSE	NA
GCF_001468225.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp001468225	FALSE	FALSE	FALSE	NA
GCA_002454115.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp002454115	FALSE	FALSE	FALSE	NA
GCA_018823905.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp018823905	FALSE	FALSE	FALSE	NA
GCA_016704835.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp016704835	FALSE	FALSE	FALSE	NA
GCA_016463225.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp016463225	FALSE	FALSE	FALSE	NA
GCF_005502465.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp005502465	FALSE	FALSE	FALSE	NA
GCF_002205675.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis bauzanensis	FALSE	FALSE	FALSE	NA
GCF_015475875.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis solisilvae	FALSE	FALSE	FALSE	NA
GCF_005503695.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp003609815	FALSE	FALSE	FALSE	NA
GCF_012274265.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis microcysteis	FALSE	FALSE	FALSE	NA
GCF_002205635.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis witflariensis	FALSE	FALSE	FALSE	NA
GCF_003797775.2	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp001427085	FALSE	FALSE	FALSE	NA
GCF_001990265.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp001990265	FALSE	FALSE	FALSE	NA
GCA_016793775.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp016793775	FALSE	FALSE	FALSE	NA
GCF_001984035.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp001984035	FALSE	FALSE	FALSE	NA
GCA_005503165.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp005503165	FALSE	FALSE	FALSE	NA
GCF_001468285.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp001468285	FALSE	FALSE	FALSE	NA
GCA_001830555.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp001830555	FALSE	FALSE	FALSE	NA
GCA_900078365.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp900078365	FALSE	FALSE	FALSE	NA
GCF_000756385.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp000756385	FALSE	FALSE	FALSE	NA
GCF_004795895.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp004795895	FALSE	FALSE	FALSE	NA
GCA_016463645.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp016463645	FALSE	FALSE	FALSE	NA
GCF_001468465.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp001468465	FALSE	FALSE	FALSE	NA
GCF_014207235.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp014207235	FALSE	FALSE	FALSE	NA
GCA_017745175.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp017745175	FALSE	FALSE	FALSE	NA
GCF_001468265.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp001468265	FALSE	FALSE	FALSE	NA
GCF_001468395.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp001468395	FALSE	FALSE	FALSE	NA
GCF_018682675.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis soli	FALSE	FALSE	FALSE	NA
GCA_017309275.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp017309275	FALSE	FALSE	FALSE	NA
GCA_016793825.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp016793825	FALSE	FALSE	FALSE	NA
GCF_002993885.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis lindanitolerans	FALSE	FALSE	FALSE	NA
GCF_002277025.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp002277025	FALSE	FALSE	FALSE	NA
GCF_001278035.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp001278035	FALSE	FALSE	FALSE	NA
GCF_900168005.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis flava	FALSE	FALSE	FALSE	NA
GCF_014199295.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis panaciterrulae	FALSE	FALSE	FALSE	NA
GCF_900188185.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis indica	FALSE	FALSE	FALSE	NA
GCA_002842935.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp002842935	FALSE	FALSE	FALSE	NA
GCF_001591045.1	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis granuli	FALSE	FALSE	FALSE	NA
GCA_016650315.1	f__Sphingomonadaceae	g__Rhizorhapis	s__Rhizorhapis sp016650315	FALSE	FALSE	FALSE	NA
GCF_014200045.1	f__Sphingomonadaceae	g__Rhizorhapis	s__Rhizorhapis suberifaciens	FALSE	FALSE	FALSE	NA
GCA_017744605.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp017744605	FALSE	FALSE	FALSE	NA
GCA_017745115.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp017745115	FALSE	FALSE	FALSE	NA
GCA_001899715.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp001899715	FALSE	FALSE	FALSE	NA
GCA_017304655.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp017304655	FALSE	FALSE	FALSE	NA
GCA_017304105.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp017304105	FALSE	FALSE	FALSE	NA
GCF_018603885.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp018603885	FALSE	FALSE	FALSE	NA
GCF_000283515.1	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp000283515	FALSE	FALSE	FALSE	NA
